FID,TAZID,CO_TAZID,DEVACRES,SA_2016,HH_19,JOB_19,JOBAUTO_19,HHAUTO_19,JOBTRANSIT_19,HHTRANSIT_19,COMPAUTO_19,COMPTRANSIT_19,HH_30,JOB_30,JOBAUTO_30,HHAUTO_30,JOBTRANSIT_30,HHTRANSIT_30,COMPAUTO_30,COMPTRANSIT_30,HH_40,JOB_40,JOBAUTO_40,HHAUTO_40,JOBTRANSIT_40,HHTRANSIT_40,COMPAUTO_40,COMPTRANSIT_40,HH_50,JOB_50,JOBAUTO_50,HHAUTO_50,JOBTRANSIT_50,HHTRANSIT_50,COMPAUTO_50,COMPTRANSIT_50,SHAPE_Length,SHAPE_Area
1569,1995,491995,78.97,0,121,274,108420.847754,101490.211571,10192.8108935,4151.02511005,78631.6675454,4554.7404751,197,291,172731.036105,132514.630421,24702.5547464,11969.5166349,106428.431412,12241.775132,278,321,205243.71442,167456.411387,24860.544145,13349.9275704,130345.114137,13170.2917612,290,312,231466.404079,188998.429776,40016.1348678,19716.6164972,148068.672564,20850.8895228,3196.40126178912,551937.676783974
1570,1997,491997,362.08,0,951,304.1,108709.88639,101613.59192,10496.9122171,3664.72060482,59910.316452,4950.89584851,1108,375,193903.669877,150115.302348,16350.1147652,6552.28046248,105320.153257,7991.32134134,1121,618,221609.672421,186804.494545,24658.6922406,11551.6419344,132235.438008,12640.0263575,1132,717,228834.628835,194408.735647,44002.4196896,18684.8158205,141126.029882,22388.4180049,6952.39265370671,2531156.57797599
1571,1998,491998,188.52,0,37,4,98607.9015787,99067.1715436,0,0,50958.3104229,0,143,60,190109.364465,150870.129844,0,0,105385.344389,0,239,59,218199.497163,186271.443927,16238.4196089,8271.12929834,122862.361171,8501.51501848,308,158,246930.35612,213049.668754,31639.7645225,13945.3213961,150075.560644,16343.6287628,5431.33734679243,1317834.40156655
1572,1999,491999,188.17,0,28,40,110318.538296,99962.8861194,6959.48384996,2475.01001293,73036.423378,3028.30562538,101,75,208220.237976,158205.279921,16965.3346814,6714.80994344,119408.259692,8047.91128868,193,620,231058.442385,190853.898616,29937.0046192,14143.5246124,165010.95183,14733.1901103,241,929,255649.16986,217005.911094,46260.1037435,19716.9777124,191090.191673,21392.1145264,5052.30131230209,1315723.24063956
1573,2001,492001,335.97,0,37,64,101735.177514,99183.8511723,2164.18489854,664.767650785,72552.7973447,879.791338439,113,607,187089.045448,148275.590907,0,0,133697.950903,0,213,1355,213312.056189,180378.102565,0,0,164647.121316,0,355,1305,235487.482523,204825.331427,0,0,178524.96661,0,6214.27307128198,2349464.36191011
1574,2000,492000,145.41,0,2,89,118047.726542,107795.230608,6165.75852447,1879.32748203,105613.198837,1929.55228533,22,80,216022.019561,158955.513139,23925.4656512,9427.58216556,141253.40086,10354.6390533,47,828,232245.447737,183757.663454,32893.6663115,15244.1946401,177737.612909,15442.8736371,103,1123,253796.046029,207282.242124,55966.1582701,23534.570823,196949.708828,24488.6165094,4127.80203333512,1016928.00646765
1575,2002,492002,121.31,0,391,899,115429.059779,104716.733888,10109.5517285,4136.08915016,82141.8713259,4524.38381879,452,912,195991.47095,151199.717494,32797.6004558,17594.3047407,125181.099971,17062.7286755,525,1059,216676.695119,174872.020147,39080.0807802,22473.551115,145240.753735,21530.9584809,558,1096,245808.595726,199170.638988,50869.7139912,26501.5148265,166548.056151,26909.4252608,4140.3216084298,864387.776243741
1576,2003,492003,157.13,0,73,255,114701.698564,105034.600035,9326.33736585,3710.24644362,87084.7509177,4029.95365966,196,343,183486.331939,139328.655282,27736.908007,13423.5938541,114406.199913,13715.5767358,303,611,213623.350707,173991.336798,32067.182472,16665.202639,144003.917048,16753.7517695,403,599,240454.886114,196906.703005,47035.8320181,21643.9888879,159286.006289,23665.0186337,4148.85931889438,1098215.49474385
1577,2004,492004,264.18,0,54,47,109545.308258,98383.4481095,3034.51424885,1338.12511551,67128.1565743,1444.25579613,277,277.1,201111.800339,152609.035978,23081.3823046,10095.9182935,118502.06786,11114.4097268,679,153,231835.69478,188076.758594,28052.0233647,13712.2989169,128817.985955,14629.4848025,936,77,258669.897129,212054.668678,38647.8486578,17102.989542,142114.944398,20616.041284,7265.35978405419,1978719.06656315
1578,2005,492005,217.41,0,42,315,107847.915149,100673.195073,10530.4999191,3980.78885798,90477.5965202,4234.64955792,420,1142.1,206233.364815,155426.996304,21568.3874199,9904.30301892,133682.085542,10309.8813701,532,1461,211117.478631,171507.073477,26322.9605187,12713.0668968,146704.084198,13170.1510361,620,1889,234117.900175,193488.410135,41100.2109857,18076.3405024,167834.80177,19597.879726,5424.8787139053,1522029.06753185
1579,2006,492006,156.21,0,16,234,132077.900736,109725.726025,0,0,104237.352815,0,339,30,217625.452895,162115.040796,23978.7970225,9803.37387832,111872.768457,11982.6151808,612,280,243802.951461,190051.904914,29520.7271186,13648.6392935,140097.602038,15149.0441595,869,775,243808.67502,193583.202892,40710.3818674,17350.6146006,151301.673061,20412.3434855,4816.78886373508,1132900.94623902
1580,2007,492007,251.68,0,32,308,126445.761241,110873.160654,8646.78963222,3058.88131681,102348.337564,3265.99963027,670,1058.2,221528.977895,166185.389964,22575.1319394,9689.96718558,135786.427967,10627.0513548,1347,910.1,225213.609659,178881.889509,29829.279982,13723.3059994,134188.514917,15161.3407605,1547,1563,247893.210523,202352.600621,43030.1194552,18076.8267905,157555.836483,21349.5190163,5470.36990003074,1759813.39830617
1581,2008,492008,127.39,0,4,5,121295.187798,111739.864348,7269.560718,2214.77490573,79391.3761289,3053.73379337,174,125,220678.323181,163398.959419,24577.0825049,9549.34576259,125049.588999,11628.6573635,521,52,238584.101534,188600.43046,35664.137886,16206.9509995,128499.65025,18611.2680852,656,484,258951.661257,210197.52091,58728.2248847,24070.7229163,159340.626735,29436.0616415,3856.67130996192,907033.706469904
1582,2009,492009,166.57,0,75,112,128553.818441,113538.138572,3664.55933343,1121.20345709,84437.5986098,1512.23357312,753,749.1,229262.840878,167422.41728,30586.8365622,12006.6111442,132831.183354,14272.9133428,1000,850.1,254860.644409,193063.105249,41341.8520226,18887.7598133,152165.54996,20845.8031921,1117,1019,254877.183957,195590.351401,63755.6269739,26438.1066863,156265.290806,31690.3999182,4310.69189803155,1165890.48752337
1583,2010,492010,215.59,0,23,47,128115.361283,112569.966608,23132.5654333,5807.87365328,87768.623747,8577.34935202,417,396,222017.02645,162767.925112,38634.0497282,13573.7250492,128323.447168,17557.0214995,470,709,248584.898687,189154.533122,47314.5053263,19197.3147862,156490.293345,22355.3579275,517,1445.1,272320.421171,207965.170868,64351.237695,25289.9005504,183345.093908,29004.8536941,5399.62591698652,1603285.55644891
1584,2012,492012,861.2,0,0,233,112177.013232,100294.921591,2138.20020361,656.843199609,100294.921591,656.843199609,0,237,201955.468047,147929.690086,0,0,147929.690086,0,0,241,212885.43393,171527.168563,0,0,171527.168563,0,0,243,231096.530429,191389.652682,0,0,191389.652682,0,12435.6460805577,6134125.53540493
1585,1630,351630,665.42,2,108.3,58,146398.588886,105397.272597,0,0,78845.3441352,0,146.7,126.8,215796.33254,148992.596228,0,0,120930.558503,0,191.2,142.3,224695.29235,161839.790834,16870.3642663,7740.2517485,130360.168552,8547.68870267,235.2,206.5,228150.300552,171236.820882,27911.8873538,11578.0504263,138206.070401,13903.8335542,11849.3601863542,5109020.30346568
1586,2014,492014,165.04,0,328,30,128318.659875,99118.560388,0,0,64542.2383342,0,332,33,193990.576593,139767.90996,26181.023214,13329.1882015,99731.1661636,13195.8576522,333,28,244465.866825,181116.988116,29590.3328656,17094.9803089,130666.995479,15611.7903446,333,27,276915.730695,210018.507125,37946.6500124,20039.5303981,151384.052132,20379.6819904,5081.07574528535,1187704.50907011
1587,2015,492015,241.27,0,171,19,144683.458762,101232.327633,0,0,72585.5544147,0,193,19,208013.067405,145225.251154,32513.9232508,15862.6512487,106701.045281,16355.0771928,201,20,256863.601639,188134.15997,35690.8642988,19865.7013252,137593.949158,18806.7450653,201,20,290786.99892,213828.383214,44336.0419416,23235.5088117,159205.197378,23798.3947239,5783.94544062277,1684790.61710081
1588,2016,492016,184,0,230,27,152850.990016,107781.061074,0,0,76816.7448243,0,326,47,215877.147562,150177.018832,31594.1631781,15076.5803364,111557.096288,15859.3035052,346,68,254104.830441,187774.240483,33557.1271226,18402.0582683,138581.791852,17702.5803301,375,122,287519.724555,213562.210822,41711.8523769,21572.242705,163314.015891,22292.2300213,5573.98080382155,1286396.70285865
1589,2017,492017,164.94,0,228,22,141557.039599,107464.392143,0,0,71205.79319,0,280,24,208530.330263,146973.134097,32249.8655964,15819.9347258,106786.336894,16228.8187923,370,40,258732.886599,192586.293012,35551.7920711,19859.1853738,138978.763467,18741.7860957,399,31,294064.699982,223906.144309,44187.7306772,23154.0882447,160685.572603,23724.9490476,4359.67854560163,1151944.335815
1590,2018,492018,215.21,0,361,126,135049.459845,104430.941578,0,0,71872.290965,0,391,130,203504.440178,145741.99809,19343.3826067,10089.0261607,108720.102354,9794.00567457,463,157,257028.0933,191242.629469,21892.2385902,12913.7589741,143537.185947,11715.3235463,501,280,291803.239635,222203.612482,28159.2784205,15080.2125272,171930.811426,15121.7770729,4998.2788484012,1503057.55718033
1591,2020,492020,251.23,0,194,66,125670.007275,103147.080059,0,0,67622.3560915,0,332,99,197859.316212,147770.575322,21632.3217986,13476.026788,105956.638359,11234.4220267,469,37,251282.319142,193121.296677,26436.0323807,18067.1687491,134451.31072,14055.3345313,578,46,283609.608289,221400.766225,33465.8454912,20917.4152245,155255.784721,18106.517784,5405.35087515941,1754606.31268986
1592,2024,492024,81.35,0,52,140,131087.836796,107394.326328,0,0,88853.2975629,0,53,147,204467.675439,153135.959638,23147.9915698,14297.7719697,132223.818417,13197.9524892,78,146,257716.075425,198169.889434,28069.9906097,19060.8594048,166522.294169,16886.1432254,78,146,290961.663981,225390.972222,35264.4568498,22175.7663613,190987.667271,20569.180246,3221.02518456637,568304.253275323
1593,2023,492023,91.08,0,113,75,133175.558356,104757.985309,0,0,75052.3735292,0,119,128,203910.79857,148747.320233,21577.2928393,12873.6759606,118898.198885,11574.142577,165,154,250737.227777,187698.655647,25697.6677484,16736.8900665,150146.941886,14565.7583101,208,129,282636.34377,215379.819913,31439.2090873,19144.1799859,167772.2202,17458.83326,3389.6062577522,636283.484064876
1594,2025,492025,168.91,0,433,40,134747.999009,105135.371363,0,0,67837.2722344,0,461,42,203260.290812,148700.005994,25772.9605518,15306.4123101,104428.107895,13085.5422869,529,80,250886.188911,189198.26414,30717.4257381,19478.6143532,136035.381557,16384.2786576,549,43,281747.831711,216949.633825,39292.4547778,22834.3173455,154072.78321,21187.1487825,4344.18981507459,1180129.2540263
1595,2027,492027,195.32,0,127,421,127455.144658,106418.050303,0,0,89726.9028398,0,271,540,200234.57273,152008.610327,21595.6119227,13659.0124393,126489.003346,12271.7528542,418,1698,256280.878897,197580.038847,25926.2121975,17959.2222541,177500.250004,16575.1356587,563,778,288194.405849,223318.577969,33332.07577,20705.1741659,184053.029415,19103.7576561,4903.946715838,1364563.73836227
1596,2028,492028,367.55,0,610,56.1,116956.852241,99327.5110767,0,0,59223.0095534,0,626,54,186547.393926,141304.786501,17233.1971576,8665.30440978,95947.7853887,8680.86978048,636,53,238960.647779,181887.038967,20566.9519763,11214.7599801,127909.201831,10822.6994245,636,340,270049.879466,205437.341807,27150.6979889,13339.6497979,158596.917725,14312.6411953,7832.43863299507,2657896.95143259
1597,2030,492030,159.39,0,148,47,148071.995366,110554.081521,0,0,77793.4922665,0,186,76,214149.450781,152435.799652,24618.1756911,13613.5649156,115487.314142,12608.7082838,237,81,266732.44049,198634.032375,28251.2246574,17345.8390283,149041.660455,15223.7656808,267,71,302062.798999,228473.37643,34458.8476275,19897.710844,170613.48786,18692.2590172,4279.72305882301,1113457.38042039
1598,2029,492029,173.6,0,109,243,147955.700954,107443.845437,0,0,90820.8847247,0,130,394,215013.306609,150660.393572,17811.2988732,9762.49409985,133902.718068,9449.958008,218,470,240563.042343,179009.558999,20180.2535451,12386.7248806,154335.87682,11550.0626701,283,473,271493.837628,202293.415798,24768.1639281,14278.8794927,172593.724285,13769.3781708,4881.32435554392,1212707.63292919
1599,2033,492033,83.12,0,0,403,151127.005302,107609.874013,0,0,107609.874013,0,0,595,213868.88686,152454.810033,22094.2448495,11861.8857536,152454.810033,11861.8857536,0,598,249829.442156,187618.827655,25416.1337004,14514.2490219,187618.827655,14514.2490219,0,809,280619.871708,208112.749542,31469.2525406,16710.3130275,208112.749542,16710.3130275,4357.59316203499,594154.241604625
1600,2035,492035,40.03,0,17,668,167703.722649,120027.188666,0,0,118168.845843,0,17,680,218056.594035,155131.066696,31856.4888231,17058.2965904,152990.198458,17010.5444759,46,683,253057.225171,187931.180032,37362.2197387,21139.9316325,181684.120506,20968.305971,51,703,283439.685031,207366.493919,47623.1864611,24776.7703509,200821.704907,24874.102554,2335.42621809278,281303.477264872
1601,2034,492034,167.99,0,252,222,156806.527695,113114.193128,0,0,87884.5905798,0,295,223,225451.07263,159797.279085,19971.9428076,10964.1669238,126322.792402,10310.2587271,328,387,266112.880172,198030.312308,23196.090476,13567.8558771,162090.15849,12715.3180644,354,413,276659.667396,201531.142634,29164.8012558,15659.5459087,169054.838,15668.8489579,4540.36067074277,1178934.94085947
1602,2036,492036,91.48,0,207,301,156585.755407,113424.743275,0,0,92092.6222322,0,235,326,219159.547509,157769.728572,26914.5493529,14986.4108484,129889.614246,14146.015268,261,340,259446.903423,195592.449817,31347.5496805,18566.7366731,160397.06673,17321.6366004,289,378,269903.778976,200520.754913,40015.5672322,21671.7382812,167953.781006,21574.6783644,3666.95241827707,639215.50949199
1603,2037,492037,85.2,0,219,229,153224.021812,112210.053223,0,0,87763.8008629,0,234,255,215172.710356,154950.263609,27484.9628009,15423.0419616,124896.283982,14404.9669292,268,269,235242.147896,176343.437226,32297.0650757,19292.6765971,141805.614027,17770.8605854,308,286,264717.321485,199761.231179,40869.1032502,22464.1139324,161411.68969,22131.2855365,3116.57709487483,595338.696926996
1604,2032,492032,193.41,0,365,246,145490.316725,110932.585286,0,0,81242.0710416,0,431,345,209945.43796,153532.961446,26888.6092252,15540.0068745,119491.235057,14118.7579398,607,304,258544.226494,195094.011077,31684.1813535,19521.3896085,148179.253168,17245.2496106,702,271,291855.743406,224929.98251,40066.0050117,22686.176842,168555.026656,21731.6084115,4951.05409060887,1351350.49430165
1605,2038,492038,118.91,0,111,539,166213.877995,119227.923175,0,0,108105.133282,0,112,632,214385.345077,152573.542854,29581.5792676,15730.1874715,140974.156353,15514.7365337,112,717,249497.686809,184886.510124,34545.5327987,19465.1156733,172555.602817,19163.6374148,204,673,281752.795524,205219.670389,47446.5964638,23861.4180909,185821.980214,24452.4076763,3940.51757711022,831038.484992039
1606,2039,492039,102.81,0,263,457,161555.45368,116776.302159,0,0,96554.3285758,0,278,473,206783.681337,148078.51884,27483.5896605,15167.6478138,124435.9513,14455.6497422,284,485,243287.236822,180068.61448,32543.1044154,18939.3991543,152528.578986,17968.6144196,309,513,273211.574445,201320.761528,48836.2647811,24704.7933839,172528.621076,25519.874402,3435.64256210398,718469.083125753
1607,2040,492040,90.42,0,252,1264,156112.358699,116830.009126,0,0,105219.93594,0,268,1272,219612.973535,159430.627442,26987.1385748,15172.3259572,145040.724708,14707.2599768,276,1290,259540.280238,196572.009752,31882.9659641,18924.7794902,179146.979675,18295.6550903,288,1277,269654.775583,206758.776675,52352.8340932,25919.2879176,188481.847449,26574.8597189,3590.58676011749,631865.559163584
1608,2041,492041,163.17,0,258,676,160041.066708,119798.558782,0,0,101761.336791,0,313,748,223875.264274,164807.962755,14933.1963436,8264.63991032,141201.29864,7928.07107513,344,747,255513.06959,196797.302952,17576.8216719,10132.9587369,167577.961418,9713.32249798,382,832,306709.884267,227771.767592,80040.6653075,31187.9050182,198779.506584,36638.1235725,5229.98108881479,1140512.92362985
1609,2042,492042,113.95,0,265,60,151912.964511,116669.431397,0,0,78782.8098172,0,325,98,214869.831555,160795.599387,13104.4910772,7584.0859671,115174.768588,6731.19243852,392,37,255647.604119,199064.785384,15523.0950431,9410.53589193,137372.310912,8214.86861592,407,68,288246.061984,228226.693295,49794.4660989,20257.5646262,160958.787373,26226.1832221,3954.75424020688,796423.64629783
1610,2043,492043,99.79,0,75,81,149466.040425,114500.676709,0,0,87621.1457201,0,164,127,214498.650439,157579.765464,30374.6359315,17257.2090716,121955.304075,15850.5494365,352,123,256928.897427,196495.526789,36065.0993968,21572.6896769,144526.867116,19355.1174216,431,109,289901.054098,226436.642389,45574.4036177,25125.0094824,164259.184599,24569.554999,3693.1243215948,697332.822164022
1611,2026,492026,170.31,0,486,91,130472.93437,106821.49985,0,0,67647.9604112,0,530,124,203188.055604,153000.69925,24851.4272758,15214.9037973,107699.162283,12803.5782248,595,126,253335.992728,195864.769468,30102.9671983,19613.427482,139382.588824,16195.8316203,636,55,284541.98562,221052.703654,38541.5252904,22944.5525719,155953.346552,20813.2786428,4366.79193195515,1189948.9946805
1612,2045,492045,87.18,0,66,135,136190.552142,111571.287835,0,0,89258.2312953,0,132,147,209010.554561,157018.645281,27986.6410254,17015.8665266,123882.735067,15147.1650799,215,137,252377.189733,196982.007661,34112.0356296,21687.6210036,148743.891117,18866.3863339,219,143,282496.911167,220759.142103,43238.9348906,25280.3715639,169734.930383,23769.1876025,3301.90280415579,609233.955811332
1613,2046,492046,111.47,0,149,34,144050.389195,110203.338846,0,0,74690.280239,0,159,67,205580.444764,151486.015575,16988.0070696,9850.094,111956.35633,8784.27834219,186,39,245599.230211,188283.445053,20132.3014824,12278.269809,134913.08177,10745.9752557,189,40,275750.888322,215592.568911,34698.5642043,17150.2428398,155085.361251,18495.7659658,3884.64871879879,779042.502004346
1614,2048,492048,171.23,0,134,29,134925.346377,111764.947909,0,0,70605.5838054,0,179,22,206087.949039,158224.337726,14627.877072,9071.17050714,106992.711131,7468.30962125,263,34,245631.203721,195762.721556,17797.9540395,11476.6814218,133293.474959,9485.9592337,310,32,273336.539697,218849.291877,21944.9958767,13105.6213151,150686.861715,11863.305371,4373.4558187338,1196768.28447173
