FID,TAZID,CO_TAZID,DEVACRES,SA_2016,HH_19,JOB_19,JOBAUTO_19,HHAUTO_19,JOBTRANSIT_19,HHTRANSIT_19,COMPAUTO_19,COMPTRANSIT_19,HH_30,JOB_30,JOBAUTO_30,HHAUTO_30,JOBTRANSIT_30,HHTRANSIT_30,COMPAUTO_30,COMPTRANSIT_30,HH_40,JOB_40,JOBAUTO_40,HHAUTO_40,JOBTRANSIT_40,HHTRANSIT_40,COMPAUTO_40,COMPTRANSIT_40,HH_50,JOB_50,JOBAUTO_50,HHAUTO_50,JOBTRANSIT_50,HHTRANSIT_50,COMPAUTO_50,COMPTRANSIT_50,SHAPE_Length,SHAPE_Area
1499,1881,491881,224.45,0,57,156,35582.4133693,53276.0587684,1129.10753142,1151.07348333,37995.709532,896.404724892,211,285.1,98844.5776695,94853.8392648,6798.61986189,7101.69933364,68043.9146763,4914.03908113,522,356,134335.958334,127380.98836,11571.6903252,10622.1737059,85561.9488729,7277.86435966,737,375,153779.030058,156210.331259,15641.5885077,12728.332832,98445.5615041,9334.65866337,5697.94568976806,1566315.796064
1500,1882,491882,278.74,0,117,29,31429.6573427,43336.5701419,0,0,18455.6972688,0,345,103,90007.053434,84874.9304953,7950.71637898,7954.11843434,50511.0817108,4521.57829254,718,902,124537.639642,116646.467227,13338.5062123,11845.7297276,85793.5842178,8931.37039551,855,1166,148349.564641,147077.518312,12306.1021405,9477.06444045,108214.952003,7824.89287039,6174.71828287734,1944013.60860949
1501,1885,491885,184.8,0,20,106,32682.4177579,49720.6182635,0,0,40370.2224811,0,92,297,100201.965611,93644.1822631,8569.25226983,8362.48720803,77208.2786936,6822.08039514,258,137,139037.839792,129674.979839,15417.0569386,12869.0535511,85400.0917901,9140.16129815,516,159,143549.251178,142982.858722,21040.1986003,15737.0731418,86504.2709445,11937.367909,4567.73064927638,1289348.39978583
1502,1888,491888,256.08,0,83,3,34311.2938149,51445.4863978,0,0,17446.1771646,0,378,614,106360.194408,99217.0292702,5980.55530078,6107.56071026,74118.6890594,4405.55383856,701,937,148554.217592,138888.022178,10903.7640916,9301.98703915,103147.235439,7202.81826662,1019,1113,153780.035098,154619.022512,14966.2610031,11462.5280984,109270.413858,9308.26557466,5522.25112983805,1787009.2352447
1503,1893,491893,373.42,0,56,122,34653.8708007,50538.1221734,1193.65502637,1204.03412267,34337.0318642,905.359795277,357,46,114734.724669,105719.203609,6387.71272951,5603.27248512,60720.6847647,3363.32794721,600,581.1,156108.535248,137661.273949,12777.0660375,9204.71295628,100782.163379,7553.2022628,785,1305.1,154710.081176,149180.845689,17769.4136673,12053.5978296,114308.804122,10731.5288941,6857.92434144938,2606647.05437121
1504,1897,491897,86.85,0,0,0,42738.805987,54354.50807,0,0,0,0,0,7,115300.716581,103760.352088,5586.10359915,4938.724126,103760.352088,4938.724126,2,818,160297.254942,141055.164695,11345.591643,7838.76210945,140791.883321,7830.0630104,2,1686,153943.405219,150362.247804,15547.8811412,10436.9496834,150213.317596,10432.3673513,3371.86994808126,606464.656770051
1505,1898,491898,845.4,0,3,29,34025.6813832,47583.0555916,0,0,42208.1058914,0,115,197.1,89560.8767896,84763.2502189,0,0,63487.6559052,0,339,103,119844.217194,113095.434084,0,0,69865.0176388,0,483,129,169047.145975,157434.457013,0,0,99212.1458517,0,12939.3077171271,5906923.25917341
1506,1900,491900,159.57,0,341,31,49121.1214434,64105.9494483,4015.9398277,3050.23804569,25821.3563368,2017.45729811,351,30,125909.525164,112686.244137,10665.1852105,9642.16257876,65462.6000173,5549.02585707,361,47,165858.849722,152037.587849,19304.3545922,15508.3904861,91294.4159732,10485.7442,367,30,194453.766045,183762.598416,24359.6988072,18086.4499536,107844.89864,13302.3518085,4928.58498444066,1113937.04716793
1507,1901,491901,129.88,0,364,95,52408.51598,68172.3448759,5482.31824456,3827.55152493,30547.0058865,2820.24491867,365,97,133700.168758,119314.265407,12906.1240785,10970.4111227,73488.9772205,7029.32745935,368,92,174833.1671,160333.61466,24770.8026696,18872.9998505,99804.6621119,13694.3602045,369,92,202385.829583,192462.00284,31269.0858323,22253.1746024,118661.821088,17449.3424383,4238.21075837762,906813.625097269
1508,1902,491902,127.97,0,151,14,48689.3748953,63696.306651,4203.78844751,3243.03333704,25633.2775401,2114.9238768,157,14,122568.704803,112028.700733,11366.8614372,9750.30848231,63907.9654823,5899.26630299,199,16,159354.229628,147884.633621,17756.4709804,14595.7175082,86322.5576368,9542.41528815,203,17,184258.474177,177760.106314,22823.8408773,17198.1401576,102420.980639,12479.1153528,4197.72516087649,893439.532796831
1509,1899,491899,496.77,0,84,77,41661.4584913,57746.6031885,2893.22495912,2468.6359243,32025.1381492,1745.59607165,275,240,107691.408493,101313.717615,5883.88559009,5886.80115991,68623.7844939,3856.67027095,659,197,141450.145008,133975.561807,9939.34409142,8864.18450721,82413.6999416,5716.35449288,938,245,165590.597168,163263.172529,12931.7787904,10338.7069671,98139.0784914,7367.33065056,7665.73037874704,3467150.8908127
1510,1906,491906,1093.76,0,181,76,51010.1562208,64374.2630816,1869.19850849,1698.91284325,31762.1149628,1051.09094329,219,336,141518.975562,124065.734108,3413.23838101,3101.61619244,94299.4000881,2322.02958967,281,698,179498.795095,160311.67413,5474.0550262,4396.46309452,131676.223995,3736.82918662,339,1226,194391.673291,189349.934016,7176.1953237,5158.51962231,160517.659003,4716.33589496,11649.555622718,7638858.62653316
1511,1903,491903,378.16,0,390,223,38968.0962451,56287.3418452,3419.78547027,2733.24605864,27272.8535047,1909.84253081,598,180,106150.097875,100810.039685,9232.89600056,8006.46740778,59707.699766,5093.02713527,818,174,147271.470949,133470.579542,15268.0802129,12163.8126987,83012.9416703,8437.98065453,951,149,164975.754786,161446.735277,20065.96748,14538.2892506,94319.1359728,11076.0392209,7221.05812202632,2643695.64963046
1512,1904,491904,84.62,0,402,37,55457.4709438,70805.1403494,5274.21240984,3676.98310793,29107.2475656,2636.06646051,455,41,141071.544076,124092.733444,11623.4684656,9262.66808099,73369.9721756,6003.48913072,456,38,182230.117295,164946.303534,24426.0872628,17312.2425458,98643.5348344,13020.9412223,456,38,205113.62957,196278.732903,31051.5520161,20376.7544464,113927.079456,16846.8179237,3101.1956837701,590886.711565249
1513,1905,491905,185.87,0,260,125,60481.4766481,75852.605115,1956.0844819,1719.24320065,38503.9066419,1105.14363808,263,253,154329.216536,131900.400408,4234.28967484,3619.00753998,95423.4695193,2618.13817016,270,259,194524.073456,174227.772226,16844.9996505,11829.5607529,126336.100237,9848.49678487,289,263,214375.71707,203939.056933,21634.5791376,13819.2652771,144357.839725,12347.4256273,5550.07946508663,1298243.39941874
1514,1910,491910,137.03,0,0,352,47455.6043607,60164.1021429,0,0,60164.1021429,0,31,837,127756.460283,114617.554837,0,0,111175.650885,0,66,1303,174567.848964,154327.673486,0,0,148821.979399,0,84,1742,185087.609004,181250.652156,0,0,174517.839461,0,4088.06090932374,957069.677656549
1515,1921,491921,183.25,0,4,39,43224.7447926,45788.47589,0,0,41542.1105083,0,155,25,60597.9421996,65394.1618117,0,0,33147.4892598,0,324,141,100999.550634,104805.283354,5123.9086564,5279.10879335,62692.1823846,3173.4517563,414,814,223464.82411,170368.108811,6794.59944847,6730.53715785,145928.101708,5233.6140501,5740.584478427,1276233.95703015
1516,1918,491918,361.69,0,1,0,40030.7146635,42437.0864616,0,0,19650.5153159,0,90,277.1,55167.4150219,59673.0871534,0,0,47175.6871202,0,399,781,101124.109468,105455.636397,4932.41419941,5415.23503452,79658.3686728,4023.07775396,779,1825.9,223001.445624,172693.910528,6423.37653558,6666.94112558,149310.052504,5244.34777062,9843.88482016937,2529166.0165261
1517,1922,491922,239.85,0,11,9,9,11,0,0,6.30403324403,0,196,132,59971.5752143,64746.8514577,1588.09259204,1499.57494264,38960.4357548,977.244088065,570,157,101827.825346,107941.161052,6733.28311154,6681.70800364,60381.1014549,3935.02912427,920,297,213128.796156,163336.204403,9132.19681208,8265.67112009,121760.108358,5404.53512774,5187.26525262968,1670393.11195924
1518,1923,491923,300.48,0,70,6,40310.360838,42846.9177033,0,0,20718.8489511,0,367,350.1,57640.5241243,62231.2046066,0,0,39811.6671414,0,810,186,104461.097542,110679.388839,4665.53137144,4733.30812097,60889.0116177,2696.87510912,1045,343,207127.315846,163683.562172,6352.34459224,5939.79673939,119173.005702,3792.82328631,5782.54271907904,2092686.31522041
1519,1924,491924,166.45,0,136,52,46223.471029,48955.5466128,0,0,26841.142237,0,197,62,66485.1938732,71161.2866229,6046.26444663,5093.95523385,38648.0268776,3326.19180491,273,107,111809.625869,116054.206556,8397.438305,8204.77224005,68529.2342328,5059.53910208,373,140,208219.381752,167279.377761,11098.587387,9954.46256357,121202.728592,6634.64709181,4947.05215927832,1159605.70793924
1520,1925,491925,153.11,0,63,84,44596.1205855,47260.9922767,0,0,31927.5625275,0,196,69,66247.016738,70112.2007971,5361.37816376,4566.46031861,38907.2808129,2981.91023604,347,32,113523.205214,118754.737949,7359.87861441,7325.20861055,62374.8282291,4026.57751796,418,161,210375.630328,170222.110535,9825.44382874,9074.97521295,122869.278297,5931.44426279,3981.56164505425,1066588.71685956
1521,1926,491926,144.79,0,62,46,42045.9107469,44664.1102449,0,0,27053.5963536,0,191,300.1,69509.7695954,72590.9618015,2630.4283695,2438.84063242,51617.689282,1817.1837146,373,256,125204.505996,129061.579885,7752.32423014,7717.15321824,82551.2739772,5038.73799895,427,89,224746.856791,182101.363178,10486.3449796,9499.28168411,126966.909804,6025.09197244,4185.71567575873,1008662.2143475
1522,1927,491927,979.03,0,40,82,37857.4515585,40333.3833467,0,0,29492.7728675,0,489,224.1,70507.8906669,71296.7355075,0,0,42230.209984,0,1079,815.9,121357.387478,125124.39094,4275.50929222,4586.08437141,81206.610369,2911.53777913,1560,409,215186.282816,176610.264786,5423.26929239,5490.66877251,123180.971888,3232.88853536,14096.6774371939,6819092.83510346
1523,1928,491928,223.4,0,425,117,46568.2673932,49350.7075397,0,0,26013.4576813,0,468,76,65899.4845572,71601.2098479,5148.70534449,4301.46434552,36102.2233623,2722.89722255,551,206,107766.91021,108748.827968,7338.78302214,7200.56384933,65177.3694913,4404.82194808,575,309,194621.424143,156294.896439,9755.46845733,8859.88460291,116184.461706,6053.61040999,5381.24624686158,1556521.28076602
1524,1929,491929,242.17,0,150,15,51299.9429477,54072.9448578,0,0,26534.2566328,0,198,216.1,74432.0579881,79197.2788385,6643.00224655,5498.25798984,52290.4606676,4109.88993233,406,69,121399.944395,118852.100345,9118.38615977,8486.29946202,68295.658931,5093.58168147,540,76,197537.82042,161270.888247,11940.8226254,10157.2863823,110042.122121,6680.60095151,6858.15576969587,1688163.25831138
1525,1932,491932,228.58,0,233,334,55359.1839143,57703.5102452,0,0,39784.3102215,0,496,327,89280.3817257,89754.4385442,6423.7370954,5216.91837877,56140.5645123,3729.9368832,729,409,141569.723625,133712.293988,8578.72631908,7928.27394026,87886.1892861,5285.97145568,846,686,207383.764309,172671.896437,11080.8723015,9446.85584424,130038.660783,7015.17799414,4929.33199039897,1593354.92555887
1526,1934,491934,284.06,0,438,158,54133.8014288,56526.5616032,0,0,31079.6074729,0,483,75,102137.675825,100187.05252,4542.34187498,3721.59181609,54989.3572377,2392.27559801,591,229,162502.550311,152572.571121,6039.31309566,5630.92844982,96741.8673088,3588.70092409,696,268,223245.2207,188885.850431,7830.70010146,6672.77815034,131797.94037,4631.14222857,7740.84516912659,1980293.19016555
1527,1937,491937,293.11,0,243,22,49447.8210029,51749.9541219,0,0,25442.4095701,0,318,36,97961.5674103,96994.6347715,5552.94164709,4406.13671521,51920.5694436,2884.19543001,569,222,149343.135275,140232.091198,7217.33362908,6449.48135436,88970.1948868,4243.96040347,752,186,204856.961987,174730.038907,9300.76233235,7549.51765232,117684.115256,5298.01427434,6514.37725478808,2044045.97750127
1528,1939,491939,279.36,0,185,133,65489.6553661,66948.9207912,0,0,41225.8191907,0,216,129,102930.259227,98974.5795452,9195.76679152,7095.10903924,62751.2634551,5202.08018522,299,83,148733.182927,135706.854393,11897.4401016,10379.5867722,85468.7714477,6776.23741413,322,395,193008.970226,167548.607452,15211.8643446,12193.6439226,129089.21797,9772.13842748,6264.08254841777,1948652.91409415
1529,1940,491940,159.86,0,165,114,73194.3517348,74285.9955202,0,0,45644.1703822,0,253,246,117407.784923,111693.157429,13331.1170021,10474.314396,76422.846521,7951.53459819,343,151,168392.500273,152620.938663,17563.8794478,15494.3747033,100520.898497,10404.9168239,395,315,212519.270911,185862.347737,23015.6402807,18327.2899849,135712.984961,14157.13546,5846.85513038143,1115212.77784329
1530,1938,491938,238.7,0,437,45,63746.3738045,66032.623678,0,0,32963.7920731,0,447,58,102655.076178,100975.804087,11061.0430301,8314.60948484,54736.8719464,5740.46900416,459,259,157447.238047,147564.733058,14189.4011876,12365.3430506,97548.0202667,8577.74076672,465,628,215125.55214,182604.794116,18147.5642752,14609.1352496,143791.945166,11795.6278069,6537.82826401618,1664594.23915152
1531,1941,491941,207.07,0,134,12,64711.0297649,65651.3986546,0,0,33192.620969,0,310,150,112821.677722,110217.36263,9273.19501776,7630.9796463,67298.0157506,5251.55275496,486,40,172352.63952,156659.989854,12608.1725638,11442.9345367,93291.3583011,6823.85941983,562,449,217767.340666,191613.31902,16457.4576698,13609.0246805,139441.464155,10276.1781586,5605.58811071522,1445931.98362667
1532,1942,491942,446.69,0,121,315.9,54667.1711019,56272.1454803,0,0,43370.1949364,0,466,204.3,113020.740358,110469.567544,5493.29024522,4550.26824817,66620.7018773,3089.88555996,746,107.8,168562.22385,156518.188679,10273.0574248,9650.67667076,93355.1269803,5697.42433341,828,111.3,211376.912944,191857.026862,12918.7809844,11517.448167,118877.333743,7251.42207706,9020.00784540635,3122243.9994958
1533,1945,491945,164.19,0,83,161,56634.7118664,62676.8100057,0,0,44812.032993,0,256,487.1,130718.789724,126052.873653,9829.22823117,7539.04495731,95315.2373478,6217.96424184,540,264,184509.927858,173227.404863,12269.7286403,11187.9440755,112529.062336,7415.32406943,620,288,228370.079377,211598.949719,19232.463419,14104.8773428,140490.546187,11089.3650528,4294.43491474282,1145841.13920361
1534,1943,491943,384.58,0,116,208,63474.5404561,64294.4677598,0,0,46671.053153,0,573,300.1,121445.95537,117819.648607,13448.076616,10294.3670321,73004.7051435,7509.48684848,870,311,183533.317998,168263.359544,18401.7041979,15993.2825646,107783.954486,10668.0736727,1154,189,219737.167844,205289.354943,23416.061224,18887.5274223,125152.105206,13094.8945112,7513.44869823932,2696954.6065977
1535,1944,491944,425.11,0,32,164,38483.8569957,51047.2073261,0,0,41901.0358308,0,296,284,114118.665352,111505.550571,8123.54126819,6413.89500792,75090.4833047,4848.84595074,606,559,162173.461795,153071.470468,10205.3609479,9708.76439103,107357.745404,6780.74823902,776,542,203997.431518,190591.24959,14181.9521634,11825.6275358,131733.26236,8769.3870776,8841.41464371668,2965848.96789968
1536,1946,491946,318.68,0,129,50,41163.1776462,54604.2973384,0,0,25704.9793904,0,469,359.1,119627.274643,116151.976363,8167.09292569,6647.26788781,75821.0037026,4819.38126532,764,548,166324.024686,160697.578285,10104.1090944,9562.19514517,107449.994683,6472.76795287,938,529,213106.814977,199974.906357,15405.1650726,11720.9145805,134408.250856,9080.00841279,6337.08531298894,2225799.47050148
1537,1947,491947,158.37,0,67,56,63614.8926915,70296.5142077,2821.49043624,1884.19920935,42593.8561716,1530.25198245,306,96,133690.719843,124018.990824,15099.166106,11225.9561853,75083.2593078,8100.45774308,465,50,180759.178097,166889.038798,19666.3185314,16399.0674778,98813.6360278,10656.7558841,515,123,201223.692026,185029.366943,27655.7485668,20024.1168403,116894.08911,15450.6939953,4211.37129752211,1111846.04607189
1538,1948,491948,330.52,0,449,41,45153.7557275,59655.3355249,2607.14802487,1904.60199326,23773.7291107,1306.61687782,842,345.1,120020.476517,116780.825634,9303.31894238,7787.50042962,70100.757427,5217.38235074,1444,640,166844.782524,159271.213414,17453.8273477,14814.1078099,101183.577866,10235.9953992,1794,416,212117.141218,197045.954167,22854.7783536,17104.9268368,123205.299369,12817.6553829,7358.02990181459,2307107.27945003
1539,1949,491949,143.76,0,300,94,45825.0434045,60605.7012003,0,0,27575.3057305,0,382,264.1,117363.434508,108556.794942,9768.01752448,9111.41816851,71893.3889162,6003.3271693,486,40,160912.050258,152812.690018,15564.8433996,13548.1515887,87370.3339322,8400.11798642,497,41,206003.085506,190411.851433,20054.7764173,15676.3238368,114100.216499,10986.4175013,5356.9738280274,1003378.42010186
1540,1951,491951,167.11,0,666,53.1,63620.6932963,73416.8088124,4951.01775084,2925.03438069,32819.4134788,2449.01556364,925,68,137888.695301,129839.711193,16443.6114216,11683.1860915,71620.1093904,8405.17482068,935,213,188660.571496,174165.868655,19984.000726,15878.5352116,107141.071593,11074.2663473,957,79,226158.755297,207093.503971,29442.6625137,20006.5102038,125183.542535,16001.6986783,5138.65143115834,1166645.53987517
1541,1952,491952,146.98,0,324,34,61830.0434305,72273.9329461,6323.05219714,3925.2244923,32405.2442003,3144.13359111,428,40,139970.673579,128045.844087,14815.8165809,11996.555311,73099.7775518,7667.55967229,476,43,186325.324636,172191.735388,23683.1771909,17698.4669102,101258.780519,12680.8869816,478,159,221231.547514,204558.344509,29462.1183057,20463.5347014,131892.287794,16536.5297009,4213.82288979065,1026188.89762993
1542,1953,491953,261.23,0,575,204.1,51101.6602134,67124.0107647,4698.09086678,3142.8213213,31323.1434748,2430.36707436,602,239,130246.923109,119896.937557,11021.2571512,9818.99245189,74661.4767545,6263.3064567,631,255,174691.681524,162085.875999,18947.8313277,15140.7506503,104093.034909,10863.0984359,638,243,209837.583272,193701.362255,23604.8542131,17511.1274522,126528.218532,13506.2830496,5868.37977131146,1827109.18911034
1543,1954,491954,80.54,0,178,16,72000.6890312,72739.155558,0,0,36924.4359369,0,180,16,120686.822827,116621.029222,14136.6350132,11154.677309,63190.8247502,7294.45362201,182,15,179760.52425,162664.526292,19112.2515848,16768.1743968,97274.6242645,10320.4506415,184,15,227088.193597,198960.762327,25309.3106038,20090.6839996,125277.380775,13874.8802554,3207.35654338883,561975.542676068
1544,1956,491956,163.19,0,155,201,80732.2907605,79546.0997821,0,0,55156.1892459,0,304,116,131144.439398,119776.776871,15612.283989,11773.3836934,74726.3948402,8495.14800281,490,66,179665.099643,157998.262847,20351.8638146,17064.4058808,98596.6620088,11113.6418125,599,286,223359.834375,201197.370814,27165.8078793,20288.4014359,136617.297856,15761.8832882,4215.43806654447,1138820.25835492
1545,1962,491962,200.1,0,424,39,80924.7433515,78175.4300429,0,0,41385.9471099,0,429,130,135272.539501,119336.27503,14744.5894626,11267.5766051,74925.6757381,7936.39261364,454,38,180146.36363,156954.420298,19583.2892511,16551.5246348,97270.4910277,10552.53855,466,55,218304.509547,189311.449104,25994.9280891,19742.968048,121621.965517,14315.3203559,6807.1614965673,1396315.20057167
1546,1963,491963,230.32,0,446,160,92068.6638106,85759.9533263,0,0,51269.1354121,0,873,566,152838.074264,127349.928507,15058.9418372,11001.6406746,89392.4499742,8427.10199865,1087,738,178702.042908,148855.133602,19493.4445646,15860.3126409,108339.135984,11718.8065942,1099,798,209009.171254,174778.112321,26429.3835823,18955.0302475,129861.281836,15538.0205841,5449.82926968869,1608811.87567413
1547,1964,491964,90.76,0,0,126,97036.245612,90516.3557731,7651.5798984,3896.0230598,90516.3557731,3896.0230598,0,632,150716.97309,125666.443985,26571.5791062,17827.5105465,125666.443985,17827.5105465,0,1173,197148.111525,163245.720253,33549.8475049,25234.3732362,163245.720253,25234.3732362,0,1739,226051.020122,188865.749928,46426.4545831,30788.675201,188865.749928,30788.675201,3327.4994477142,633634.254392526
1548,1965,491965,201.58,0,56,92,95439.3362352,87327.4534427,4539.29550064,2450.64299991,64920.2451197,2327.54745361,349,1822,164898.693145,133139.617014,25900.5210917,16894.1431625,119346.520487,15834.5618511,564,2145.1,195029.82985,155850.36214,32538.9718217,23388.2141531,138044.858532,21289.3801919,671,2363,222038.542084,180652.24711,42392.0609106,27125.8542209,159455.006943,25624.7791756,4794.8506172805,1447400.41248234
1549,1967,491967,89.16,0,0,68,103439.464914,95568.0091086,8228.3974785,4036.82738093,95568.0091086,4036.82738093,0,720,176213.951124,144276.629035,29979.7576009,18188.2776654,144276.629035,18188.2776654,0,1500,212069.776496,172792.59386,36831.6738242,25238.0988301,172792.59386,25238.0988301,0,1910.1,242460.967532,199276.083724,52454.9598926,31700.8293343,199276.083724,31700.8293343,3303.5673242895,622624.444756545
1550,1966,491966,108.9,0,20,103,102062.066328,93673.8960826,5710.11453238,2927.99000691,81323.4742097,2892.56687681,174,1399,174028.709149,140759.005192,25306.7280177,16502.7520518,130247.242588,15759.4443924,420,1550,203452.943109,164647.876075,31959.4932597,22832.8509219,144995.354429,20777.0359082,463,1621,232730.283426,190114.17193,43315.0396777,27208.2003906,167546.365237,25844.944488,3622.73760924651,795782.915427657
1551,1968,491968,70.43,0,16,1,109312.245227,99928.3880648,8643.03086348,4135.83229301,55037.1257404,4239.55999441,25,2,187830.993502,150376.508904,27287.0581395,15888.9740659,96783.2726208,13829.3722142,76,448,240635.215233,194590.474882,33665.4429991,21205.7017833,177952.741391,20346.9169991,122,575,253575.446979,206279.688221,48393.2770438,26996.6954746,186468.311355,26717.157105,3149.74459038921,503946.782710457
1552,1971,491971,112.63,0,97,393,98090.4341077,92069.2833216,7730.27585862,3767.56470768,77375.3010683,3776.63813419,143,675,175271.558767,145393.673309,26075.1178747,15556.6707774,128490.614591,14840.0065306,166,1072,212820.027433,172613.274152,30555.7618797,19271.0905838,158772.293338,18538.6250277,175,1535,242676.889959,198687.237966,44080.7680751,24759.0151115,186741.59729,24572.1627471,3917.64600230096,786669.072051312
1553,1972,491972,135.91,0,164,258,95237.727744,88726.2519587,0,0,65041.4156598,0,173,417,181248.151343,154107.531146,16553.2094574,9403.12474899,125746.081168,8922.54777747,244,865,231079.700583,197910.135199,0,0,171183.852794,0,325,1053,243586.308569,210006.161709,23401.9282517,12578.4631388,181155.283354,12578.0805439,4018.59703809372,949244.668484844
1554,1973,491973,178.64,0,130,589,100195.923774,95482.2193142,0,0,81122.3736951,0,246,911,185030.08074,155937.234602,18346.2937793,9599.52707875,134048.191488,9474.8621717,314,1030.1,212964.828271,180979.659522,0,0,155611.568013,0,376,1217,245488.229321,208882.786445,34643.435384,18513.451114,180796.417887,18552.0462839,4734.48943679511,1247955.06789409
1555,1978,491978,120.42,0,312,28,89902.2268894,92381.2788168,0,0,46167.6298243,0,312,27,183098.442866,155183.773001,8942.14039994,5392.14422101,94868.7304436,4541.84021175,312,26,221635.358395,193510.946146,0,0,119676.159069,0,313,26,234993.950718,205536.532144,0,0,129684.368496,0,4298.22698746396,841174.919730943
1556,1979,491979,231.02,0,111,235,74169.0484462,79978.8422976,0,0,58613.134333,0,263,241.1,172181.168519,143518.755939,7344.37778334,4780.42738624,104677.266547,4041.23965371,412,66,211943.347242,183500.927869,0,0,116952.450076,0,451,73,221950.796984,193958.94124,0,0,125263.92064,0,5661.22278747054,1613860.01753266
1557,1981,491981,275.17,0,86,320,61430.1788065,67697.3930996,0,0,54415.4238667,0,296,413,163945.441989,140640.439173,4811.63181391,3170.44791215,106551.491891,2732.07749058,588,479,198704.239269,175472.571329,4571.13441764,3245.1807603,125698.673537,2654.43270902,750,441,209642.194378,187907.278524,5671.86061852,3631.46156806,130739.037796,3188.37738164,6036.41291128733,1922203.47594938
1558,1980,491980,79.63,0,1,1,96037.5593306,96173.262805,0,0,63286.9279934,0,1,297,182190.161971,152567.096033,0,0,152163.526382,0,25,691,211019.632676,181526.98942,0,0,176974.571819,0,26,1574,241652.777782,207378.91065,0,0,205067.933565,0,4042.41871925464,556404.177416966
1559,1983,491983,151.42,0,183,33,105454.298787,97058.753765,8538.97931988,3759.25800147,55449.3180251,4156.50085522,328,84,185964.624523,146936.431274,26860.9920394,14715.7199762,99768.488912,13667.0247014,477,191,221334.691069,176026.255043,32413.4912059,19153.8761393,126669.022828,17398.7425989,569,342,254031.171377,201222.150971,47367.8109589,25233.0810235,152325.158648,25403.027835,4455.42662835047,1166034.91172648
1560,1984,491984,126.21,0,700,1505,112386.920208,101394.926738,8888.11909191,3714.21286154,78905.0662796,4029.88786064,839,1782,173965.959164,135015.096339,31102.9529532,16705.1096596,112127.721052,16204.4225408,891,1713,216828.72139,172567.389265,37048.0737894,21335.3548134,143389.85674,20404.5893471,905,1738,246907.019449,196387.590399,47617.3911673,24733.8759616,165047.852608,25156.1826058,4824.33571298496,930679.194266117
1561,1987,491987,105.8,0,0,330,105829.943888,96587.6621843,10650.8986467,4508.52308768,96587.6621843,4508.52308768,159,1003,165478.76018,133639.469167,31600.3366569,16410.433115,121605.457241,16292.8679539,161,1400.1,216665.339535,174021.5737,33554.2595752,19180.1267744,163213.432697,18901.5648301,161,1870,247632.720025,198938.455454,47210.1664866,24088.4904667,189846.546982,24265.8764786,3956.11042074836,739214.879416972
1562,1982,491982,343.55,0,678,284.1,58756.2912332,73544.6346993,0,0,36468.9024574,0,712,335,163671.825234,137321.682749,0,0,92966.1633495,0,738,729,203316.030137,181165.482852,13207.5722116,8830.95939945,132220.263974,7585.43577947,766,1286,207763.585963,191704.311054,16786.7343413,10248.7838606,149628.2655,9603.92354331,7243.89545644759,2399799.71654387
1563,1989,491989,197.39,0,0,23.5,23.5,2.94422770863e-231,0,0,2.94422770863e-231,0,0,824.7,145498.844663,120398.087633,0,0,120398.087633,0,0,2179.4,203377.079594,176258.049181,11781.1230776,6802.67287319,176258.049181,6802.67287319,0,3208.2,209393.712701,183400.968227,19878.7147417,9601.06780497,183400.968227,9601.06780497,5469.91886059233,1379250.46495595
1564,1908,491908,678.38,0,375,305,56624.8080578,70819.144283,0,0,40072.1715096,0,407,159,148625.155862,128514.285441,0,0,83693.5996014,0,528,384,180777.365472,160689.412173,10433.2011287,6628.00466866,113144.273238,5798.41422879,621,451,201402.433219,189323.566404,13419.0370833,7662.81833567,131006.622498,7338.62806247,9871.23282308553,4740132.87609291
1565,1991,491991,776.84,0,20,93.4,92.453858,19.7974,0,0,27.5688157624,0,509,1082.7,147683.65353,122437.99651,0,0,99248.0835714,0,1312,1590.4,195354.219447,173975.345261,21620.0932731,12069.6751787,130392.400708,11635.4077897,1779,2159.1,196653.86064,180630.910934,30471.9798072,14718.9675915,135276.175608,15722.5848363,11020.4669677347,5429450.1386472
1566,1993,491993,122.27,0,8,39,102420.814036,94947.6365341,3646.33307024,1621.06602195,81782.3580824,1670.83443045,21,571,174427.537505,141044.267689,21288.9447176,10660.4981531,137426.485246,10664.8666504,44,958,213091.582573,181354.749646,10905.2555178,5477.20017317,175775.537512,5497.47824935,47,1083,244741.675085,208562.794848,45577.8517805,23168.5052957,202807.838134,23267.6817793,3894.90119678694,854406.372478762
1567,1996,491996,259.74,0,823,382.1,103075.341409,97973.7923773,8318.79208371,3084.21561031,59391.4299535,3898.09033266,935,164,192778.735656,152930.328412,13573.3562229,6315.33952853,101647.34776,6795.41267702,946,152,205959.390909,176661.826799,23608.6303434,11291.8116837,113536.474688,12317.035361,946,169,234539.95235,203019.117813,40983.9192047,18035.0946728,132796.357626,21677.197909,6027.00248551483,1815389.44280265
1568,1994,491994,81.85,0,1,913,111491.319131,102491.127936,11113.4701772,4775.6994625,102384.797008,4777.21277251,1,918,173676.689907,136268.483015,31876.5153441,16558.1687177,136163.240655,16557.0903577,1,994,215989.031438,174574.362227,34488.2617273,19243.5593127,174457.592935,19241.411121,1,1048,245474.144175,199163.028674,47386.820847,23930.3494149,199043.874971,23933.0747942,3228.21944848494,571952.906313373
